,t # 0
43397,e 7 17 0
43398,e 8 11 0
43399,e 8 18 0
43400,e 9 10 0
43401,e 9 13 0
43402,e 9 17 0
43403,e 10 14 0
43404,e 10 16 0
43405,e 11 15 0
43406,e 11 12 0
43407,e 11 19 0
43408,e 12 19 0
43409,e 12 18 0
43410,e 13 16 0
43411,e 14 17 0
43412,e 14 15 0
43413,e 15 18 0
43414,e 16 17 0
43415,e 18 19 0
43416,t # 468
43417,v 0 0
43418,v 1 0
43419,v 2 0
43420,v 3 1
43421,v 4 1
43422,v 5 1
43423,v 6 1
43424,v 7 1
43425,v 8 1
43426,v 9 1
43427,v 10 1
43428,v 11 1
43429,v 12 1
43430,v 13 1
43431,v 14 1
43432,v 15 1
43433,v 16 1
43434,e 0 6 0
43435,e 0 3 0
43436,e 0 1 0
43437,e 1 6 0
43438,e 1 3 0
43439,e 2 6 0
43440,e 2 3 0
43441,e 2 9 0
43442,e 3 6 0
43443,e 4 10 0
43444,e 4 7 0
43445,e 4 14 0
43446,e 5 7 0
43447,e 5 11 0
43448,e 5 15 0
43449,e 5 8 0
43450,e 7 8 0
43451,e 8 11 0
43452,e 9 10 0
43453,e 9 13 0
43454,e 9 14 0
43455,e 10 13 0
43456,e 10 14 0
43457,e 11 15 0
43458,e 11 12 0
43459,e 11 16 0
43460,e 12 16 0
43461,e 12 15 0
43462,e 13 14 0
43463,e 15 16 0
43464,t # 469
43465,v 0 0
43466,v 1 0
43467,v 2 0
43468,v 3 0
43469,v 4 1
43470,v 5 1
43471,v 6 1
43472,v 7 1
43473,v 8 1
43474,v 9 1
43475,v 10 1
43476,v 11 1
43477,e 0 2 0
43478,e 0 11 0
43479,e 0 1 0
43480,e 1 2 0
43481,e 1 11 0
43482,e 1 3 0
43483,e 2 11 0
43484,e 2 3 0
43485,e 3 11 0
43486,e 3 7 0
43487,e 4 8 0
43488,e 4 5 0
43489,e 4 9 0
43490,e 5 10 0
43491,e 5 8 0
43492,e 5 6 0
43493,e 5 9 0
43494,e 6 10 0
43495,e 6 7 0
43496,e 6 11 0
43497,e 7 10 0
43498,e 7 11 0
43499,e 8 9 0
43500,e 9 10 0
43501,t # 470
43502,v 0 0
43503,v 1 0
43504,v 2 0
43505,v 3 0
43506,v 4 0
43507,v 5 0
43508,v 6 0
43509,v 7 0
43510,v 8 1
43511,v 9 1
43512,v 10 1
43513,v 11 1
43514,v 12 1
43515,v 13 1
43516,v 14 1
43517,v 15 1
43518,v 16 1
43519,v 17 1
43520,v 18 1
43521,v 19 1
43522,v 20 1
43523,v 21 1
43524,v 22 1
43525,v 23 1
43526,e 0 1 0
43527,e 0 5 0
43528,e 1 15 0
43529,e 1 4 0
43530,e 2 7 0
43531,e 2 3 0
43532,e 2 15 0
43533,e 3 11 0
43534,e 3 6 0
43535,e 3 7 0
43536,e 4 5 0
43537,e 5 23 0
43538,e 5 15 0
43539,e 6 7 0
43540,e 6 23 0
43541,e 7 19 0
43542,e 8 12 0
43543,e 9 13 0
43544,e 9 14 0
43545,e 9 21 0
43546,e 10 14 0
43547,e 10 11 0
43548,e 10 19 0
43549,e 10 22 0
43550,e 11 18 0
43551,e 11 23 0
43552,e 12 13 0
43553,e 13 17 0
43554,e 14 18 0
43555,e 15 23 0
43556,e 16 20 0
43557,e 17 22 0
43558,e 17 21 0
43559,e 18 19 0
43560,e 18 22 0
43561,e 19 23 0
43562,e 20 21 0
43563,t # 471
43564,v 0 0
43565,v 1 0
43566,v 2 0
43567,v 3 0
43568,v 4 0
43569,v 5 0
43570,v 6 0
43571,v 7 0
43572,v 8 0
43573,v 9 0
43574,v 10 0
43575,v 11 0
43576,v 12 0
43577,v 13 0
43578,v 14 0
43579,v 15 0
43580,v 16 1
43581,v 17 1
43582,v 18 1
43583,v 19 1
43584,v 20 1
43585,v 21 1
43586,v 22 1
43587,v 23 1
43588,v 24 1
43589,v 25 1
43590,v 26 1
43591,v 27 1
43592,v 28 1
43593,v 29 1
43594,v 30 1
43595,v 31 1
43596,v 32 1
43597,v 33 1
43598,v 34 1
43599,v 35 1
43600,v 36 1
43601,v 37 1
43602,v 38 1
43603,v 39 1
43604,v 40 1
43605,v 41 1
43606,v 42 1
43607,v 43 1
43608,v 44 1
43609,v 45 1
43610,e 0 16 0
43611,e 0 2 0
43612,e 0 1 0
43613,e 1 16 0
43614,e 1 3 0
43615,e 1 2 0
43616,e 2 16 0
43617,e 2 3 0
43618,e 3 19 0
43619,e 4 5 0
43620,e 4 7 0
43621,e 4 6 0
43622,e 5 30 0
43623,e 5 7 0
43624,e 5 6 0
43625,e 6 30 0
43626,e 6 7 0
43627,e 7 24 0
43628,e 8 10 0
43629,e 8 9 0
43630,e 8 42 0
43631,e 9 10 0
43632,e 9 42 0
43633,e 10 36 0
43634,e 10 11 0
43635,e 10 42 0
43636,e 11 36 0
43637,e 11 35 0
43638,e 12 13 0
43639,e 12 14 0
43640,e 12 43 0
43641,e 13 43 0
43642,e 13 15 0
43643,e 13 14 0
43644,e 14 43 0
43645,e 14 15 0
43646,e 15 37 0
43647,e 15 31 0
43648,e 16 19 0
43649,e 16 20 0
43650,e 16 25 0
43651,e 17 20 0
43652,e 17 18 0
43653,e 17 27 0
43654,e 17 26 0
43655,e 17 21 0
43656,e 18 27 0
43657,e 18 21 0
43658,e 19 20 0
43659,e 19 25 0
43660,e 19 26 0
43661,e 20 25 0
43662,e 20 26 0
43663,e 21 27 0
43664,e 22 29 0
43665,e 22 23 0
43666,e 22 28 0
43667,e 23 30 0
43668,e 23 24 0
43669,e 23 29 0
43670,e 23 28 0
43671,e 24 30 0
43672,e 24 29 0
43673,e 25 26 0
43674,e 28 29 0
43675,e 29 30 0
43676,e 31 38 0
43677,e 31 44 0
43678,e 31 37 0
43679,e 31 32 0
43680,e 31 43 0
43681,e 32 37 0
43682,e 32 38 0
43683,e 32 43 0
43684,e 32 44 0
43685,e 33 39 0
43686,e 33 45 0
43687,e 33 44 0
43688,e 34 41 0
43689,e 34 35 0
43690,e 34 40 0
43691,e 35 41 0
43692,e 35 36 0
43693,e 35 40 0
43694,e 36 41 0
43695,e 36 42 0
43696,e 37 38 0
43697,e 37 43 0
43698,e 38 44 0
43699,e 39 45 0
43700,e 39 44 0
43701,e 40 41 0
43702,e 44 45 0
43703,t # 472
43704,v 0 0
43705,v 1 0
43706,v 2 0
43707,v 3 0
43708,v 4 1
43709,v 5 1
43710,v 6 1
43711,v 7 1
43712,v 8 1
43713,v 9 1
43714,v 10 1
43715,v 11 1
43716,v 12 1
43717,e 0 1 0
43718,e 0 4 0
43719,e 0 9 0
43720,e 1 4 0
43721,e 1 9 0
43722,e 2 8 0
43723,e 2 4 0
43724,e 2 9 0
43725,e 3 10 0
43726,e 3 5 0
43727,e 3 11 0
43728,e 3 6 0
43729,e 3 12 0
43730,e 4 8 0
43731,e 4 9 0
43732,e 5 10 0
43733,e 5 7 0
43734,e 5 11 0
43735,e 5 6 0
43736,e 5 8 0
43737,e 6 11 0
43738,e 6 12 0
43739,e 7 10 0
43740,e 7 8 0
43741,e 8 9 0
43742,e 11 12 0
43743,t # 473
43744,v 0 0
43745,v 1 0
43746,v 2 0
43747,v 3 0
43748,v 4 0
43749,v 5 0
43750,v 6 0
43751,v 7 0
43752,v 8 1
43753,v 9 1
43754,v 10 1
43755,v 11 1
43756,v 12 1
43757,v 13 1
43758,v 14 1
43759,v 15 1
43760,v 16 1
43761,v 17 1
43762,v 18 1
43763,v 19 1
43764,v 20 1
43765,v 21 1
43766,v 22 1
43767,v 23 1
43768,e 0 1 0
43769,e 0 5 0
43770,e 1 8 0
43771,e 1 4 0
43772,e 2 13 0
43773,e 2 6 0
43774,e 2 3 0
43775,e 2 7 0
43776,e 3 12 0
43777,e 3 6 0
43778,e 3 7 0
43779,e 4 5 0
43780,e 5 17 0
43781,e 6 17 0
43782,e 6 7 0
43783,e 7 20 0
43784,e 8 13 0
43785,e 8 12 0
43786,e 9 14 0
43787,e 9 11 0
43788,e 9 21 0
43789,e 10 16 0
43790,e 10 19 0
43791,e 10 22 0
43792,e 10 14 0
43793,e 10 23 0
43794,e 10 15 0
43795,e 11 20 0
43796,e 11 14 0
43797,e 11 12 0
43798,e 11 21 0
43799,e 12 20 0
43800,e 12 13 0
43801,e 12 17 0
43802,e 12 21 0
43803,e 14 21 0
43804,e 15 16 0
43805,e 15 19 0
43806,e 16 23 0
43807,e 16 22 0
43808,e 18 19 0
43809,e 18 21 0
43810,e 19 22 0
43811,e 20 21 0
43812,e 22 23 0
43813,t # 474
43814,v 0 0
43815,v 1 0
43816,v 2 0
43817,v 3 0
43818,v 4 1
43819,v 5 1
43820,v 6 1
43821,v 7 1
43822,v 8 1
43823,v 9 1
43824,v 10 1
43825,v 11 1
43826,e 0 2 0
43827,e 0 11 0
43828,e 0 1 0
43829,e 1 2 0
43830,e 1 11 0
43831,e 1 3 0
43832,e 2 11 0
43833,e 2 3 0
43834,e 3 7 0
43835,e 4 8 0
43836,e 4 5 0
43837,e 4 9 0
43838,e 5 10 0
43839,e 5 8 0
43840,e 5 6 0
43841,e 5 9 0
43842,e 6 10 0
43843,e 6 7 0
43844,e 6 11 0
43845,e 7 10 0
43846,e 7 11 0
43847,e 8 9 0
43848,e 9 10 0
43849,t # 475
43850,v 0 0
43851,v 1 0
43852,v 2 0
43853,v 3 0
43854,v 4 1
43855,v 5 1
43856,v 6 1
43857,v 7 1
43858,v 8 1
43859,v 9 1
43860,v 10 1
43861,v 11 1
43862,e 0 1 0
43863,e 0 8 0
43864,e 0 4 0
43865,e 1 8 0
43866,e 1 4 0
43867,e 2 7 0
43868,e 2 8 0
43869,e 2 4 0
43870,e 3 10 0
43871,e 3 5 0
43872,e 3 11 0
43873,e 3 6 0
43874,e 3 9 0
43875,e 4 8 0
43876,e 5 10 0
43877,e 5 7 0
43878,e 5 9 0
43879,e 5 6 0
43880,e 6 10 0
43881,e 6 11 0
43882,e 6 9 0
43883,e 7 9 0
43884,e 9 10 0
43885,e 10 11 0
43886,t # 476
43887,v 0 0
43888,v 1 0
43889,v 2 0
43890,v 3 0
43891,v 4 0
43892,v 5 1
43893,v 6 1
43894,v 7 1
43895,v 8 1
43896,v 9 1
43897,v 10 1
43898,v 11 1
43899,v 12 1
43900,v 13 1
43901,e 0 10 0
43902,e 0 1 0
43903,e 0 5 0
43904,e 1 10 0
43905,e 1 5 0
43906,e 2 10 0
43907,e 2 5 0
43908,e 2 3 0
43909,e 2 9 0
43910,e 3 10 0
43911,e 3 5 0
43912,e 3 9 0
43913,e 4 13 0
43914,e 4 7 0
43915,e 4 12 0
43916,e 5 10 0
43917,e 6 7 0
43918,e 6 11 0
43919,e 6 12 0
43920,e 6 8 0
43921,e 7 13 0
43922,e 7 11 0
43923,e 7 12 0
43924,e 8 11 0
43925,e 8 9 0
43926,e 12 13 0
43927,t # 477
43928,v 0 0
43929,v 1 0
43930,v 2 0
43931,v 3 0
43932,v 4 0
43933,v 5 0
43934,v 6 1
43935,v 7 1
43936,v 8 1
43937,v 9 1
43938,v 10 1
43939,v 11 1
43940,v 12 1
43941,v 13 1
43942,v 14 1
43943,v 15 1
43944,v 16 1
43945,v 17 1
43946,v 18 1
43947,v 19 1
43948,e 0 1 0
43949,e 0 6 0
43950,e 1 13 0
43951,e 1 6 0
43952,e 1 3 0
43953,e 2 13 0
43954,e 2 5 0
43955,e 2 6 0
43956,e 2 9 0
43957,e 3 5 0
43958,e 3 4 0
43959,e 4 13 0
43960,e 4 5 0
43961,e 5 13 0
43962,e 5 16 0
43963,e 6 16 0
43964,e 6 9 0
43965,e 7 10 0
43966,e 7 8 0
43967,e 7 17 0
43968,e 8 11 0
43969,e 8 18 0
43970,e 9 10 0
43971,e 9 13 0
43972,e 9 17 0
43973,e 10 14 0
43974,e 10 16 0
43975,e 11 15 0
43976,e 11 12 0
43977,e 11 19 0
43978,e 12 19 0
43979,e 12 18 0
43980,e 13 16 0
43981,e 14 17 0
43982,e 14 15 0
43983,e 15 18 0
43984,e 16 17 0
43985,e 18 19 0
43986,t # 478
43987,v 0 0
43988,v 1 0
43989,v 2 0
43990,v 3 0
43991,v 4 0
43992,v 5 0
43993,v 6 0
43994,v 7 0
43995,v 8 0
43996,v 9 0
43997,v 10 1
43998,v 11 1
43999,v 12 1
44000,v 13 1
44001,v 14 1
44002,v 15 1
44003,v 16 1
44004,v 17 1
44005,v 18 1
44006,v 19 1
44007,v 20 1
44008,v 21 1
44009,v 22 1
44010,v 23 1
44011,v 24 1
44012,v 25 1
44013,v 26 1
44014,v 27 1
44015,e 0 10 0
44016,e 0 1 0
44017,e 0 19 0
44018,e 1 2 0
44019,e 1 19 0
44020,e 1 10 0
44021,e 2 23 0
44022,e 2 14 0
44023,e 3 20 0
44024,e 3 11 0
44025,e 3 4 0
44026,e 4 16 0
44027,e 4 25 0
44028,e 5 10 0
44029,e 5 6 0
44030,e 5 19 0
44031,e 6 7 0
44032,e 6 8 0
44033,e 6 19 0
44034,e 7 14 0
44035,e 7 8 0
44036,e 7 23 0
44037,e 8 20 0
44038,e 8 9 0
44039,e 9 16 0
44040,e 9 25 0
44041,e 11 15 0
44042,e 11 24 0
44043,e 12 13 0
44044,e 12 16 0
44045,e 12 25 0
44046,e 13 17 0
44047,e 13 26 0
44048,e 14 24 0
44049,e 14 15 0
44050,e 15 20 0
44051,e 15 23 0
44052,e 16 21 0
44053,e 17 18 0
44054,e 17 27 0
44055,e 17 22 0
44056,e 18 26 0
44057,e 18 27 0
44058,e 20 24 0
44059,e 21 25 0
44060,e 21 22 0
44061,e 22 26 0
44062,e 23 24 0
44063,e 26 27 0
44064,t # 479
44065,v 0 0
44066,v 1 0
44067,v 2 0
44068,v 3 0
44069,v 4 0
44070,v 5 0
44071,v 6 0
44072,v 7 0
44073,v 8 1
44074,v 9 1
44075,v 10 1
44076,v 11 1
44077,v 12 1
44078,v 13 1
44079,v 14 1
44080,v 15 1
44081,v 16 1
44082,v 17 1
44083,v 18 1
44084,v 19 1
44085,v 20 1
44086,v 21 1
44087,v 22 1
44088,v 23 1
44089,e 0 1 0
44090,e 0 5 0
44091,e 1 15 0
44092,e 1 4 0
44093,e 2 6 0
44094,e 2 3 0
44095,e 2 7 0
44096,e 2 15 0
44097,e 3 11 0
44098,e 3 6 0
44099,e 3 7 0
44100,e 4 5 0
44101,e 5 23 0
44102,e 5 15 0
44103,e 6 23 0
44104,e 6 7 0
44105,e 7 19 0
44106,e 8 12 0
44107,e 9 13 0
44108,e 9 14 0
44109,e 9 21 0
44110,e 10 14 0
44111,e 10 11 0
44112,e 10 19 0
44113,e 10 22 0
44114,e 11 18 0
44115,e 11 23 0
44116,e 12 13 0
44117,e 13 17 0
44118,e 14 18 0
44119,e 15 23 0
44120,e 16 20 0
44121,e 17 22 0
44122,e 17 21 0
44123,e 18 19 0
44124,e 18 22 0
44125,e 19 23 0
44126,e 20 21 0
44127,t # 480
44128,v 0 0
44129,v 1 0
44130,v 2 0
44131,v 3 1
44132,v 4 1
44133,v 5 1
44134,v 6 1
44135,v 7 1
44136,v 8 1
44137,v 9 1
44138,v 10 1
44139,v 11 1
44140,e 0 1 0
44141,e 0 8 0
44142,e 0 3 0
44143,e 1 8 0
44144,e 1 3 0
44145,e 2 7 0
44146,e 2 8 0
44147,e 2 3 0
44148,e 3 8 0
44149,e 3 7 0
44150,e 4 10 0
44151,e 4 7 0
44152,e 4 11 0
44153,e 4 5 0
44154,e 4 6 0
44155,e 4 9 0
44156,e 5 10 0
44157,e 5 11 0
44158,e 5 9 0
44159,e 6 7 0
44160,e 6 9 0
44161,e 7 8 0
44162,e 7 9 0
44163,e 10 11 0
44164,t # 481
44165,v 0 0
44166,v 1 0
44167,v 2 0
44168,v 3 0
44169,v 4 0
44170,v 5 0
44171,v 6 0
44172,v 7 0
44173,v 8 1
44174,v 9 1
44175,v 10 1
44176,v 11 1
44177,v 12 1
44178,v 13 1
44179,v 14 1
44180,v 15 1
44181,v 16 1
44182,v 17 1
44183,v 18 1
44184,v 19 1
44185,v 20 1
44186,v 21 1
44187,v 22 1
44188,v 23 1
44189,v 24 1
44190,v 25 1
44191,e 0 1 0
44192,e 0 5 0
44193,e 1 13 0
44194,e 1 8 0
44195,e 1 4 0
44196,e 2 13 0
44197,e 2 8 0
44198,e 2 3 0
44199,e 3 12 0
44200,e 3 21 0
44201,e 4 5 0
44202,e 5 13 0
44203,e 5 8 0
44204,e 5 17 0
44205,e 6 13 0
44206,e 6 7 0
44207,e 6 8 0
44208,e 6 22 0
44209,e 7 21 0
44210,e 8 13 0
44211,e 9 20 0
44212,e 9 14 0
44213,e 9 11 0
44214,e 10 16 0
44215,e 10 25 0
44216,e 10 24 0
44217,e 10 15 0
44218,e 10 14 0
44219,e 11 14 0
44220,e 11 12 0
44221,e 11 21 0
44222,e 12 20 0
44223,e 14 20 0
44224,e 15 16 0
44225,e 15 25 0
44226,e 15 19 0
44227,e 16 25 0
44228,e 17 22 0
44229,e 18 20 0
44230,e 18 23 0
44231,e 19 24 0
44232,e 19 23 0
44233,e 20 21 0
44234,e 24 25 0
44235,t # 482
44236,v 0 0
44237,v 1 0
44238,v 2 0
44239,v 3 0
44240,v 4 0
44241,v 5 0
44242,v 6 0
44243,v 7 0
44244,v 8 1
44245,v 9 1
44246,v 10 1
44247,v 11 1
44248,v 12 1
44249,v 13 1
44250,v 14 1
44251,v 15 1
44252,v 16 1
44253,v 17 1
44254,v 18 1
44255,v 19 1
44256,v 20 1
44257,v 21 1
44258,e 0 13 0
44259,e 0 14 0
44260,e 0 20 0
44261,e 1 2 0
44262,e 1 11 0
44263,e 1 15 0
44264,e 1 8 0
44265,e 2 11 0
44266,e 2 3 0
44267,e 2 19 0
44268,e 2 7 0
44269,e 2 12 0
44270,e 3 12 0
44271,e 3 6 0
44272,e 3 5 0
44273,e 3 7 0
44274,e 4 13 0
44275,e 4 14 0
44276,e 4 20 0
44277,e 5 6 0
44278,e 5 18 0
44279,e 5 7 0
44280,e 5 15 0
44281,e 6 18 0
44282,e 6 19 0
44283,e 6 7 0
44284,e 7 19 0
44285,e 8 16 0
44286,e 8 9 0
44287,e 9 10 0
44288,e 9 17 0
44289,e 9 15 0
44290,e 10 16 0
44291,e 10 14 0
44292,e 11 12 0
44293,e 11 19 0
44294,e 12 18 0
44295,e 13 14 0
44296,e 13 21 0
44297,e 14 20 0
44298,e 14 21 0
44299,e 15 16 0
44300,e 16 17 0
44301,e 17 21 0
44302,e 18 19 0
44303,e 20 21 0
44304,t # 483
44305,v 0 0
44306,v 1 0
44307,v 2 0
44308,v 3 0
44309,v 4 0
44310,v 5 0
44311,v 6 0
44312,v 7 0
44313,v 8 0
44314,v 9 0
44315,v 10 0
44316,v 11 0
44317,v 12 0
44318,v 13 0
44319,v 14 0
44320,v 15 0
44321,v 16 0
44322,v 17 0
44323,v 18 0
44324,v 19 0
44325,v 20 0
44326,v 21 0
44327,v 22 0
44328,v 23 0
44329,v 24 1
44330,v 25 1
44331,v 26 1
44332,v 27 1
44333,v 28 1
44334,v 29 1
44335,v 30 1
44336,v 31 1
44337,v 32 1
44338,v 33 1
44339,v 34 1
44340,v 35 1
44341,v 36 1
44342,v 37 1
44343,v 38 1
44344,v 39 1
44345,v 40 1
44346,v 41 1
44347,v 42 1
44348,v 43 1
44349,v 44 1
44350,v 45 1
44351,v 46 1
44352,v 47 1
44353,v 48 1
44354,v 49 1
44355,v 50 1
44356,v 51 1
44357,v 52 1
44358,v 53 1
44359,v 54 1
44360,v 55 1
44361,v 56 1
44362,v 57 1
44363,v 58 1
44364,v 59 1
44365,e 0 1 0
44366,e 0 26 0
44367,e 1 20 0
44368,e 1 18 0
44369,e 1 24 0
44370,e 1 2 0
44371,e 1 27 0
44372,e 2 24 0
44373,e 2 3 0
44374,e 2 21 0
44375,e 3 20 0
44376,e 3 28 0
44377,e 4 29 0
44378,e 4 28 0
44379,e 4 21 0
44380,e 5 30 0
44381,e 5 23 0
44382,e 5 31 0
44383,e 6 7 0
44384,e 6 36 0
44385,e 6 35 0
44386,e 7 8 0
44387,e 7 33 0
44388,e 7 12 0
44389,e 7 36 0
44390,e 8 13 0
44391,e 8 33 0
44392,e 8 15 0
44393,e 8 9 0
44394,e 9 37 0
44395,e 9 16 0
44396,e 10 37 0
44397,e 10 38 0
44398,e 10 21 0
44399,e 11 39 0
44400,e 11 23 0
44401,e 11 40 0
44402,e 12 13 0
44403,e 12 45 0
44404,e 12 44 0
44405,e 13 14 0
44406,e 13 45 0
44407,e 13 42 0
44408,e 14 15 0
44409,e 14 42 0
44410,e 15 46 0
44411,e 16 46 0
44412,e 16 47 0
44413,e 17 23 0
44414,e 17 48 0
44415,e 17 49 0
44416,e 18 54 0
44417,e 18 19 0
44418,e 18 53 0
44419,e 19 20 0
44420,e 19 51 0
44421,e 19 54 0
44422,e 20 51 0
44423,e 20 21 0
44424,e 21 55 0
44425,e 22 55 0
44426,e 22 56 0
44427,e 23 58 0
44428,e 23 57 0
44429,e 25 26 0
44430,e 26 27 0
44431,e 29 30 0
44432,e 31 32 0
44433,e 32 59 0
44434,e 34 35 0
44435,e 38 39 0
44436,e 40 41 0
44437,e 41 59 0
44438,e 43 44 0
44439,e 47 48 0
44440,e 49 50 0
44441,e 50 59 0
44442,e 52 53 0
44443,e 56 57 0
44444,e 58 59 0
44445,t # 484
44446,v 0 0
44447,v 1 0
44448,v 2 0
44449,v 3 0
44450,v 4 0
44451,v 5 0
44452,v 6 0
44453,v 7 0
44454,v 8 0
44455,v 9 0
44456,v 10 0
44457,v 11 0
44458,v 12 0
44459,v 13 0
44460,v 14 0
44461,v 15 0
44462,v 16 0
44463,v 17 0
44464,v 18 0
44465,v 19 0
44466,v 20 0
44467,v 21 0
44468,v 22 0
44469,v 23 1
44470,v 24 1
44471,v 25 1
44472,v 26 1
44473,v 27 1
44474,v 28 1
44475,v 29 1
44476,v 30 1
44477,v 31 1
44478,v 32 1
44479,v 33 1
44480,v 34 1
44481,v 35 1
44482,v 36 1
44483,v 37 1
44484,v 38 1
44485,e 0 1 0
44486,e 0 3 0
44487,e 0 2 0
44488,e 1 2 0
44489,e 1 25 0
44490,e 1 3 0
44491,e 2 29 0
44492,e 2 3 0
44493,e 3 5 0
44494,e 3 4 0
44495,e 3 29 0
44496,e 3 37 0
44497,e 4 30 0
44498,e 4 5 0
44499,e 4 6 0
44500,e 5 30 0
44501,e 5 6 0
44502,e 6 17 0
44503,e 6 26 0
44504,e 7 20 0
44505,e 7 8 0
44506,e 7 28 0
44507,e 8 19 0
44508,e 8 9 0
44509,e 9 10 0
44510,e 9 22 0
44511,e 10 22 0
44512,e 10 21 0
44513,e 11 13 0
44514,e 11 14 0
44515,e 11 12 0
44516,e 11 33 0
44517,e 12 13 0
44518,e 12 14 0
44519,e 13 37 0
44520,e 13 14 0
44521,e 14 16 0
44522,e 14 15 0
44523,e 14 29 0
44524,e 14 37 0
44525,e 15 38 0
44526,e 15 16 0
44527,e 15 17 0
44528,e 16 38 0
44529,e 16 17 0
44530,e 17 18 0
44531,e 18 34 0
44532,e 18 26 0
44533,e 19 20 0
44534,e 19 36 0
44535,e 20 21 0
44536,e 21 22 0
44537,e 23 24 0
44538,e 23 32 0
44539,e 24 25 0
44540,e 24 33 0
44541,e 24 31 0
44542,e 25 32 0
44543,e 26 27 0
44544,e 27 34 0
44545,e 27 36 0
44546,e 27 28 0
44547,e 28 35 0
44548,e 29 30 0
44549,e 29 38 0
44550,e 30 37 0
44551,e 30 38 0
44552,e 31 32 0
44553,e 32 33 0
44554,e 34 35 0
44555,e 35 36 0
44556,e 37 38 0
44557,t # 485
44558,v 0 0
44559,v 1 0
44560,v 2 0
44561,v 3 0
44562,v 4 0
44563,v 5 0
44564,v 6 0
44565,v 7 0
44566,v 8 0
44567,v 9 0
44568,v 10 1
44569,v 11 1
44570,v 12 1
44571,v 13 1
44572,v 14 1
44573,v 15 1
44574,v 16 1
44575,v 17 1
44576,v 18 1
44577,v 19 1
44578,v 20 1
44579,v 21 1
44580,v 22 1
44581,v 23 1
44582,v 24 1
44583,v 25 1
44584,e 0 13 0
44585,e 0 1 0
44586,e 0 6 0
44587,e 1 13 0
44588,e 1 12 0
44589,e 1 5 0
44590,e 2 15 0
44591,e 2 8 0
44592,e 2 17 0
44593,e 2 3 0
44594,e 2 4 0
44595,e 3 7 0
44596,e 3 4 0
44597,e 3 25 0
44598,e 3 17 0
44599,e 3 9 0
44600,e 4 8 0
44601,e 4 9 0
44602,e 5 13 0
44603,e 5 6 0
44604,e 5 20 0
44605,e 6 13 0
44606,e 6 21 0
44607,e 7 25 0
44608,e 7 23 0
44609,e 7 8 0
44610,e 7 9 0
44611,e 8 25 0
44612,e 8 17 0
44613,e 8 9 0
44614,e 10 16 0
44615,e 10 11 0
44616,e 10 19 0
44617,e 10 24 0
44618,e 11 20 0
44619,e 11 12 0
44620,e 11 18 0
44621,e 12 19 0
44622,e 13 22 0
44623,e 13 14 0
44624,e 14 23 0
44625,e 14 15 0
44626,e 14 21 0
44627,e 15 22 0
44628,e 16 18 0
44629,e 17 25 0
44630,e 18 19 0
44631,e 18 24 0
44632,e 19 20 0
44633,e 21 22 0
44634,e 22 23 0
44635,t # 486
44636,v 0 0
44637,v 1 0
44638,v 2 0
44639,v 3 0
44640,v 4 1
44641,v 5 1
44642,v 6 1
44643,v 7 1
44644,v 8 1
44645,v 9 1
44646,v 10 1
44647,v 11 1
44648,v 12 1
44649,v 13 1
44650,v 14 1
44651,e 0 2 0
44652,e 0 3 0
44653,e 0 1 0
44654,e 1 2 0
44655,e 1 3 0
44656,e 1 14 0
44657,e 2 3 0
44658,e 4 10 0
44659,e 4 5 0
44660,e 4 9 0
44661,e 5 10 0
44662,e 5 11 0
44663,e 5 6 0
44664,e 5 12 0
44665,e 5 9 0
44666,e 6 11 0
44667,e 6 12 0
44668,e 7 13 0
44669,e 7 14 0
44670,e 7 8 0
44671,e 8 13 0
44672,e 8 12 0
44673,e 8 14 0
44674,e 9 10 0
44675,e 10 11 0
44676,e 11 12 0
44677,e 13 14 0
44678,t # 487
44679,v 0 0
44680,v 1 0
44681,v 2 0
44682,v 3 0
44683,v 4 0
44684,v 5 0
44685,v 6 0
44686,v 7 0
44687,v 8 0
44688,v 9 0
44689,v 10 0
44690,v 11 1
44691,v 12 1
44692,v 13 1
44693,v 14 1
44694,v 15 1
44695,v 16 1
44696,v 17 1
44697,v 18 1
44698,v 19 1
44699,v 20 1
44700,v 21 1
44701,v 22 1
44702,v 23 1
44703,v 24 1
44704,e 0 13 0
44705,e 0 1 0
44706,e 0 11 0
44707,e 0 12 0
44708,e 0 19 0
44709,e 1 13 0
44710,e 1 12 0
44711,e 2 13 0
44712,e 2 14 0
44713,e 2 3 0
44714,e 2 15 0
44715,e 3 15 0
44716,e 3 14 0
44717,e 4 5 0
44718,e 4 16 0
44719,e 4 15 0
44720,e 5 16 0
44721,e 5 6 0
44722,e 6 16 0
44723,e 6 17 0
44724,e 6 7 0
44725,e 7 8 0
44726,e 7 17 0
44727,e 8 18 0
44728,e 8 17 0
44729,e 8 9 0
44730,e 9 10 0
44731,e 9 18 0
44732,e 10 20 0
44733,e 11 12 0
44734,e 11 19 0
44735,e 12 13 0
44736,e 12 19 0
44737,e 14 15 0
44738,e 20 22 0
44739,e 20 21 0
44740,e 21 24 0
44741,e 21 23 0
44742,e 21 22 0
44743,e 22 24 0
44744,e 22 23 0
44745,e 23 24 0
44746,t # 488
44747,v 0 0
44748,v 1 0
44749,v 2 0
44750,v 3 0
44751,v 4 0
44752,v 5 0
44753,v 6 0
44754,v 7 0
44755,v 8 0
44756,v 9 0
44757,v 10 0
44758,v 11 0
44759,v 12 0
44760,v 13 0
44761,v 14 0
44762,v 15 0
